N,Song1,Song2,Cluster_1,Cluster_2
0,o_gladsome,o_light,1,1
1,does_anybody,bali,2,2
2,alla_rancho,el_rancho_anonymous,2,2
3,chatterbox_carew,chatterbox_jerome,2,2
4,kansas,roses,2,2
5,whisper_to_me,itallcomes,0,0
6,prelude,dakota,2,2
7,amothersprayer,myownsweet,1,1
8,twilightwaltz,calledlove,2,2
9,motheranddad,nearyou,1,1
10,goodnight,whilewedream,2,2
11,rendezvous,idreamed,1,1
12,mizpahshalom,shalom,2,2
13,evangelimann,mitternachtstango,0,0
14,hessofine,mysweetlord,2,2
15,jeanniemichele,themeatimetolove,0,0
16,keeponsinging,keeponsingingtwo,0,0
17,dirlada,loopdilove,1,1
18,tillyou,phantomoftheopera,0,0
19,greengrassgrows,superstring,1,1
20,heartbeat,getoveryou,1,1
21,gumtree,downunder,2,2
22,blessees,janine,1,1
23,reich,niveau,0,0
