N,Song1,Song2,Cluster_1,Cluster_2
0,light_myLife,lady_divine_pt1,0,0
1,light_myLife,lady_divine_pt2,0,0
2,confessing,starlight,0,0
3,o_gladsome,o_light,0,0
4,lady_love,word_warning,0,0
5,alla_rancho,el_rancho_anonymous,0,0
6,kansas,roses,0,0
7,whisper_to_me,itallcomes,0,0
8,kalamazoo_arnstein,kalamazoo_warren,0,0
9,vagyok,perhaps,0,0
10,messiah,fence,0,0
11,shepherd,beginthebeguine,0,0
12,sadness,youdbesonice,0,0
13,twilightwaltz,calledlove,1,1
14,motheranddad,nearyou,0,0
15,tonighthesailedagain,iloveyouyesido,0,0
16,mizpahshalom,shalom,0,0
17,evangelimann,mitternachtstango,0,0
18,jeanniemichele,themeatimetolove,0,0
19,daybyday,themetodayshow,0,0
20,dirlada,loopdilove,1,1
21,letitend,howdeepisyourlove,1,1
22,uncantoagalicia,bisschenfrieden,0,0
23,lifeisarock,menusong,2,2
24,es,hey,0,0
25,ithinkaboutyou,ithinkaboutyoutwo,0,0
26,greengrassgrows,superstring,0,0
27,whereareyounow,whereareyou,0,0
28,gehtsparkasse,begood,0,0
29,heartbeat,getoveryou,0,0
30,blessees,janine,0,0
31,reich,niveau,0,0
